Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
2439,Full Day Private Tour VIP-A,Bus Tours,5,5,7,101.34,"Air-conditioned vehicle, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm Temple, Entry/Admission - Angkor Thom, Entry/Admission - Bayon Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2440,Private Tour Angkor Wat 2 Days - Banteay Srey - National Park Phnom Kulen (55Km),Religious Sites,5,5,48,271.8,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2441,Private Tour Angkor Wat Two Days - Sunrise - Banteay Srey (37Km) - Beng Mealea (75Km),Bus Tours,3,5,48,253.34,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2442,DB Half day Motorcycle Offroad Siem Reap Tour,Adventure Tours,3,5,5,147,"Helmet, Motocross Boots, Gloves, Goggles, Jersey, Motocross Pants, Body Roster, Elbow Pads, Knee Pads..., Bottled water, Coffee and/or Tea, Honda XR 250 Electric start, ( CRF, WR & KTM upgrades possible), Fuel for motorbike, Ice Cold beer on arrival back at base!, Normal wear and tear to the Dirt Bike","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2443,Private taxi transfer Siem Reap to Phnom Penh,Bus Tours,2,5,7,129,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), Gasoline, English speaking driver, Road toll fee","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2444,Sunset Tour-3Days,Luxury Car Tours,3,5,72,420,"Temple tickets, Floating ticket, Angkor National ticket, Transportation : pick up-drop off at accommodation with tuk tuk or car, Certified Speaking tour guide ( English & other language), Lunch & soft drink, Water unlimited & refreshment towel, Pick-up & Drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2445,Full Day Great Temples- Private Tour,Bus Tours,3,5,7,45,"Experienced and licensed English Speaking Tour Guide, Pickup and drop off from hotel in Siem Reap City, Air-con Vehicle, Mineral Water, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2446,Private Tour Angkor Wat One Day - Banteay Srey (37Km),Full-day Tours,3,5,10,121.03,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, English speaking tour guide, Mineral drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2447,Private Tour Angkor Wat 3 Days - Banteay Srey - National Park Phnom Kulen (55Km),Bus Tours,3,5,72,344.62,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2448,Bangkok to Angkor Wat 2 Days 1 Night tour go by Flight and Take car back,Bus Tours,2,5,48,321,"Pick up from Siem Reap Airport and transfer you back to Bangkok by overland, Private transfer by air-condition vehicle, 1 night accommodation at standard hotel with breakfast, Licensed tour guide, Temple ticket, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Siem Reap, Entry/Admission - Bayon Temple, Entry/Admission - Ta Prohm Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2449,"2-Days Private Tour Explore Angkor Wat, Beng Mealea Temple and Floating Village",Bus Tours,,,48,237.5,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2450,Half-Day Killing Field & Tuol Sleng Genocidal Museum with a local Tuk Tuk Tours,Private and Luxury,1,5,5,79,"Cold Bottle Of Water During Your Trip, Private English Speaking Tuk Tuk Driver & Guide, Special Private Tour, All Entrance Fee Are Mentioned, Hotel Pick-Up and Drop-Off","Asia, Cambodia, Kep Province, Kep, Things to Do in Kep, Kep Tours, Tours and Tickets"
2451,Angkor Wat tour from sunrise,Bus Tours,1,5,6,49,"Hotel pick up / Drop off, Licensed tour guide, Air-conditioned vehicle, Cold drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2452,Most Amazing Angkor Tour,Full-day Tours,1,5,12,97.44,Guided Tour,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2453," 2-Days Private Tour Discovery Angkor Wat, Koh Ker and Beng Mealea Temple",Bus Tours,,,48,300,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2454,Floating Village Tour From Siem Reap Small Group,Bus Tours,1,5,5,36,"Local Experience English Speaking Tour Guide, Air-condition Vehicle, Boat Ticket, Cool Mineral Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2455,"Siem Reap to Banteay Meanchey Province visit Banteay Chhmar Temple, Silk Farm",Walking Tours,1,5,8,170.52,"Licensed English Local Tour Guide, Outside touristic zone of Banteay Chhmar Temple, VIP transportation of Luxes RX 300 (Petrol using), High quality cool water, fresh towel and soft drinks, Hotel pick up and drop off, Private Tour, Walking Tour, Tour escort/host, Private tour to untouristed temple in Banteay Mancheay Province","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2456,Siem Reap - Our famous French Building Province 1863-1953-Battambang visit,Bus Tours,1,5,8,173.08,"English Local Tour Guide (Licensed Tour Guide), High quality cool water, fresh towel and soft drinks, VIP transportation of Lexes RX 300 (Petrol using), Hotel pick up and drop off, Private Tour, Mountain Trekking Tour, Tour escort/host, 1 Days Tour activities as mention in the programs, Private Funny Local Bamboo Train tour riding, Hotel Property using, Pool, Relaxing, only as we travelling very long ways today","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2457,"Angkor Wat, Angkor Thom Ancient Capital, Ta Promh & Temple Sunset - Biking",Ports of Call Tours,23,5,2,75.65,"English Local Tour Guide (Licensed Tour Guide), Best Mountain Bike for your day tour cycling (Kids also available 10ys up allow), High quality cool water, soft drink, coconut juice available on the road, Hotel pick up and drop off, Private Tour, Walking Tour & Cycling tour during the day, Tour escort/host, Local Lunch at the local restaurant (Food Only/Set Menu Style)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2458,Guided Bike Tour with Lunch in Islands of the Mekong from Phnom Penh,Private and Luxury,206,5,5,49,"Top quality mountain bike, Use of helmet, Water, snacks, and lunch, Biking guide, All fees and handling charges, Entry/Admission - Lotus Silk","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2459,"Private Tour Angkor Wat, 4 Day Tour - Beng Mealea",Bus Tours,5,5,72,414.36,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2460,Kompong Phluk Mangroves & Stilt House Village,Bus Tours,1,4,5,48.21,"2 bottled water + 2 wet tissue/pax., All sightseeing & tour activities as programmed., Experienced local English tour guide., Travel in air conditioning Transportation, Tonle Sap entrance fee., Kompong Phluk boat excursion., Kompong Phluk canoe., Entry/Admission - Kompong Phluk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2461,Siem Reap Evening Food Tour - Inclusive 10 Local Tastings,Half-day Tours,64,5,5,42.75,"Hotel pick up & Drop Off, English speaking tour guide, Tour transportation (tuk-tuk), Cold beverage, Bottled water, Food tasting","Siem Reap, Cambodia"
2462,Angkor Sunrise Bike Tour with Breakfast and Lunch Included,Mountain Bike Tours,193,5,9,75.05,"Hotel pick up & Drop Off, Professional local English speaking guide, Bicycle & Helmet, Local Breakfast & Lunch, Local snacks and fruits, Bottled water","Siem Reap, Cambodia"
2463,Phnom Penhâ€™s Culinary Underground: Local Food Tour by Tuk-tuk,Half-day Tours,111,5,3,69,"Private tuktuk transportation, Hotel Pickup Provided (centrally located hotels), 4-5 food stops, Dinner, Driver and local guide, Unlimited beer, sodas and water along the way, Small-group tour (less than 10 people), Snacks, One pint of craft beer at the bar stop","Phnom Penh, Cambodia"
2464,Sunset Dinner/cocktails/wines and beers with a Floating Village cruise Tour,Day Cruises,109,4,4,49,"Hotel pickup and drop-off in air conditioned taxi or tuk tuk, English speaking guide, Dinner, All you can drink selection of beers, spirits, cocktails, champagne,wines, or soft drinks, Tour the fishing floating villages, All check point fees and taxes included in the price, No hidden additional costs, Restroom on board","Siem Reap, Cambodia"
2465,Khmer Cooking Class Half Day (AM or PM),Cooking Classes,80,5,4,35.9,Instructor,"Phnom Penh, Cambodia"
2466,Private 2-Day Tour Temples with Sunset and Sunrise,Overnight Tours,179,5,48,49,"Professional English Speaking tour guide, Private Air-con vehicle, Hotel pickup and drop-off (if option selected), Round-trip private transfer, Bottled water & cool towel","Siem Reap, Cambodia"
2467,Apsara Dance Performance - Including Dinner & Hotel Pickup,Theater Shows,8,4,2,38,"Pick-up and drop-off hotel in Siem Reap, Drinking water and cool towel during trip, Round trip transfer by tuk tuk, Dinner - Buffet dinner, Entry/Admission (Amazon Angkor Restaurant)","Siem Reap, Cambodia"
2468,"Mekong Silk Island Cruise - Unlimited Beer, Soft Drinks & Fresh Fruit Platter",Day Cruises,42,4.5,4,33,"One way hotel pick up, Unlimited beer and soft drinks, Fresh fruit platter, Tuk Tuk trip around the island, Entrance fee, English speaking guide","Phnom Penh, Cambodia"
2469,"Phnom Penh City Tour, Silver Pagoda, Genocide Museum, Killing Fields",Full-day Tours,42,5,5,65.67,"Hotel pickup and drop-off, Small Group Tour with max. 10 pax, Sharing tuk tuk (01 and 02 pax) or an air conditioned vehicle (3 or more) during tour, Experience English Speaking Guide, Cold bottled water during tours","Phnom Penh, Cambodia"
2470,"Full-Day Tour: Kulen Mountain, Beng Mealea & Tonle Sap",Full-day Tours,38,5,8,85,"Full vaccinated English speaking guide & driver, Private transport with air-conditioned, Cool bottles of water & towels during this trip","Siem Reap, Cambodia"
2471,Private 3-Day Mekong Delta River Tour from Phnom Penh to Ho Chi Minh City,Multi-day Tours,17,4,72,339,"Dinner, 2-nights accommodation as per itinerary, Transport by air-conditioned minivan, Meals as per itinerary (B=breakfast, L=lunch, D=dinner), Private guide, Lunch (2)","Phnom Penh, Cambodia"
2472,The Killing Field and Toul Sleng Genocide Museum Tour,Half-day Tours,325,5,4,23.99,"A professional English speaking tour guide with driver., cool water, A clean , hygienic, good, and safe transportation., Air-conditioned vehicle","Phnom Penh, Cambodia"
2473,Angkor Wat Park Zip Line Adventure in Siem Reap,Adventure Tours,254,5,3,53.9,"Zipline Eco-Adventure tour, Nature trail education trek, Insurance","Krong Siem Reap, Cambodia"
2474,Phnom Penh Dinner Cruise,Water Tours,1,5,2,86.27,"Hotel pickup and drop-off, Sunset Cruise and dinner (at restaurant on the riverside), Unlimited local beers and soft drinks","Phnom Penh, Cambodia"
2475,Private Full-Day Angkor Temple and Sunset Viewing,Full-day Tours,114,4.5,8,37.95,"Hotel pickup and drop-off, Sightseeing as specified in the itinerary, Transport by private vehicle, Mineral Water, Sunset Viewing","Siem Reap, Cambodia"
2476,Kulen Mountain park and waterfall for small groups,Full-day Tours,162,5,8,45,"Air-conditioned vehicle, All Fees and Taxes, Chilled bottled water, English-speaking tour guide","Krong Siem Reap, Cambodia"
2477,Angkor Wat Tour Plus Balloon Sunset,Fun & Games,,,7,79,"English Speaking Guide, Tethered Helium balloon ride for 15 minutes (joining others), Hotel pick up and drop off, Private Car/Minivan with cold bottled water during tours","Siem Reap, Cambodia"
2478,Koh Ker & Beng Mealea Full-Day Join-in Tour,Full-day Tours,286,5,10,50,"Cold towels & Bottled water, Professional English-speaking guide, Hotel pickup (7:40am to 8:10am) & Drop off (6pm), Transport by luxury air-conditioned minivan","Svay Dangkum, Cambodia"
2479,Angkor Wat Admission Ticket,Sightseeing Passes,133,5,6,59.89,"Delivery to your hotel front desk under your name (in the evening at 6 pm for your visit on the next following days), Visit from sunrise to sunset (on own arrangement), Angkor National Park Ticket (1-Day, 2-Day, 3-Day or 7-Day)","Siem Reap, Cambodia"
2480,Siem Reap Quad Bike Countryside Sunset Tour for 1 hour driving,Adventure Tours,1,5,1,37.5,"Helmet and facemask, rain coat in the raining season., Safety driving, briefing, and training, Quad Bike Polaris Trailboss 330 with guide who show you the way","Krong Siem Reap, Cambodia"
2481,Private Angkor Sunrise & Major Temples (English Speaking Guide & SUV Car Driver),Full-day Tours,35,5,6,75,"Our best selected Local English Speaking Tour Guide, Private transportation, Vehicle SUV Car Driver, Cool Drinking Water and cool Wipe Towels","Siem Reap, Cambodia"
2482,Private Siem Reap City Hidden Gems Guided Tour,Mountain Bike Tours,51,5,3,35,"All Fees and Taxes, Passionate english speaking local guide, Snacks","Krong Siem Reap, Cambodia"
2483,Angkor Wat Sunrise and Angkor Thom Sunset Tour,Full-day Tours,38,5,10,56,"English-speaking Tour Guide, Transportation ( AC car or minivan or minibus), Bottles of cold drinking Water","Siem Reap, Cambodia"
2484,Full-Day Temples of Angkor Small Group Tour,Full-day Tours,646,5,8,13,"Hotel pickup and drop-off, licensed and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Local tax","Siem Reap, Cambodia"
2485,Private Transport from Siem Reap to Phnom Penh,Private Drivers,2,5,6,,"Private transportation, A bottle of water, fuel, Car's insurances, English speaking driver, Some stops on the way like: Oldest Bridge, Restroom/lunch break and Spider Market","Siem Reap, Cambodia"
2486,Angkor Temple Full-Day Tour (by Join-In luxury MiniBus),Full-day Tours,1289,5,10,20,"Cold towels, Bottled water, Professional English speaking tour guide, Hotel pickup and drop-off, Transport by luxury air-conditioned vehicle, Licensed white-gloves driver","Svay Dangkum, Cambodia"
2487,"Afternoon tour by tuk tuk to bamboo train,bat cave,killing cave,countryside.",Full-day Tours,174,5,3,16,"Private transportation, Bottled water, Tuk Tuk/Driver/Local Guide, Pick up and drop off, Entrance fee for killing cave and bat cave","Battambang, Cambodia"
2488,2-Day Angkor Wat and Banteay Srei Temple Tour,Overnight Tours,39,5,48,55,"Vaccinated English speaking tour guide & driver, Breakfast, Air-conditioned transportation ( Car/Minivan/Bus), Free cool water and towels during the tour, Breakfast ( Taste authentic dish with traditional dessert) Only Day 1","Siem Reap, Cambodia"
2489,Silk Island Phnom Penh Tuk Tuk Tour,Adventure Tours,4,5,5,45,"A professional English speaking tour guide, Tuck Tuck and Safe driver, Bottled water, Snacks, All entrance fee tickets","Phnom Penh, Cambodia"
